_id,comment_id,parent_comment_id,video_id,author,author_channel_id,published_at,like_count,text_original,text_final,preprocessing_version,processed_at
6a41494a75da6b5a40d9cd9b,Ugw9WPC_G7i_SFv9jEF4AaABAg,,F6fgLwUeeqI,@brxtoplayground9795,UCBd5xzNkD7cRNEE5Y3Uau0Q,2025-03-19T07:54:48Z,3,13:50 udah sering Mas kaya gini. dianggap bodoh dengan mengeluarkan pernyataan tak masuk akal,13 50 sering mas gini dianggap bodoh mengeluarkan pernyataan tak masuk akal,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cd9c,UgxUzqOILTVq8C8JUS14AaABAg,,F6fgLwUeeqI,@aditawkward,UCAaZN9B8xdafXtEroIlTLKw,2025-03-20T20:51:31Z,0,"14:40  sama, di zaman kaya' gini saya jadi orang yg lebih kritis. Sangat tidak bisa terima 1 alasan. Tapi, mayoritas dipandang aneh sama orang orang, dibilang banyak tanya mulu.\n\nIni yang aneh mayoritas nya apa gue nya yang selalu mempertanyakan. 😊\n\nYang gue sesalkan , ketika orang mempertanyakan  dibalas dengan hukuman , pembullyan , paido an.\n\n\nTolong, kalo capek kerja gak mau mikir, ya jangan keluar nongkrong lah, dirumah aja.",14 40 sama zaman gini jadi orang lebih kritis sangat tidak terima alasan mayoritas dipandang aneh sama orang orang dibilang banyak tanya mulu aneh mayoritas nya apa nya selalu mempertanyakan emo_other sesalkan orang mempertanyakan dibalas hukuman pembullyan paido an kalau capek kerja tidak mau mikir jangan keluar nongkrong lah dirumah,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cd9d,Ugx9UoGlDaXU2WaEpNV4AaABAg,,F6fgLwUeeqI,@911Voicemail,UCifm-U-3wY7Pep6eExg-2lA,2025-03-20T03:36:30Z,0,"14:41 itu bukan jawaban tolol, tapi mungkin jawaban pengalihan isu oleh ""kok buzzer"".",14 41 bukan jawaban tolol mungkin jawaban pengalihan isu kok buzzer,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cd9e,UgziMcVtvR2twKAXNx54AaABAg,,sg8Mzx0fZbU,@farhanyazid3298,UCf2bfhmHi23o19wgtHmaOFg,2025-03-26T21:35:07Z,0,17:08 tadaaammm🎉,17 08 tadaamm emo_other,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cd9f,Ugwzjcc7IP3Xc02k1Yd4AaABAg,,F6fgLwUeeqI,@teguhharyadi7741,UCJMYeNhSAnuuN-U7wTriyjA,2025-03-20T16:36:25Z,0,18:19 sidang ini memang big L kalo kata anak skrng\nthe big L got the big L,18 19 sidang memang big kalau kata anak sekarang the big got the big,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda0,UgwnruT3fe_BaAAWzZt4AaABAg,,F6fgLwUeeqI,@viewer4283,UC9NbIVEQZeV-ZA1yCONSH-Q,2025-03-20T12:37:04Z,0,20:07,20 07,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda1,Ugzo6sjfZrDrUYGKFVJ4AaABAg,,F6fgLwUeeqI,@nabil_annuhaa123,UCb14o5N8SFsWGp61wVMiSsQ,2025-03-20T14:24:21Z,1,20:14 poin utama,20 14 poin utama,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda2,UgzyrHaJXqggC1hl7Qd4AaABAg,,F6fgLwUeeqI,@TegguhCahyo,UC4BVLqMqEMbOQAQVewYPycg,2025-03-21T04:10:07Z,0,20.15 alasan kenapa RUU TNI bermasalah,20 15 alasan ruu tni bermasalah,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda3,UgxYYvmK_ekODs6_MJV4AaABAg.AFqYLL57OF-AFqhACMDwZ7,UgxYYvmK_ekODs6_MJV4AaABAg,7CLZkPwhEG4,@just_minee,UCouzd1dVabzRr179xLT8jfw,2025-03-19T10:43:43Z,4,2008 bang,2008 bang,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda4,UgyaHj2CVQ9GTfhmQc94AaABAg,,7CLZkPwhEG4,@andreasthomassimo8198,UCSpwrF4GXKUMuav0E8ztvfA,2025-03-25T06:13:22Z,0,"2014, 2019 gw dukung wowo, tp kemaren sih ogah, udh aneh",2014 2019 dukung wowo kemaren sih ogah aneh,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda5,UgxW1ZR8QGOtZU86dIJ4AaABAg,,7CLZkPwhEG4,@marshall3116,UCrGsSDi69lUUIvtySq5okbA,2025-03-21T02:32:47Z,0,"2025 March 20th \n\nIt hasn’t been one year since president Prabowo’s term and the country has already had multiple riots, currently indonesia is revising the constitution to give military personnel a right to intervene in civil matters if seen necessary, despite the backlash and the riots the parliament has just confirmed this.\n\nWhat is RUU TNI?\n\nRUU TNI is an addition to the Indonesian constitution, mixing civil matters with the military, the government can now call on the military for civil disputes, like how they can oppress our freedom of speech by banning anything that they deem as “a danger” this includes government criticism both online and offline, music and media alike and many more. \n\nWhy are people calling it the new order 2.0？\n\nThis isn’t a new thing for Indonesia, indonesia has experienced a government where military and civil were mixed, this era is called the new order lead by the presidency of Soeharto a named dictator this new order was abolished in 98 due to riots led by college students.\n\nWhy are Indonesians afraid?\n\nBy mixing civil and military the government now has control over our freedom of speech by oppressing us with physical force (military), the Indonesian government has a history for being anti-criticism banning music and such that insults their police force and comments on the corruption in the past when Soeharto was president people who were opposed to his dictatorship were kidnapped and beaten, this mass kidnapping was led by none other than Prabowo Subianto. The majority of Indonesian citizens right now are scared that we will have a repeat of Soeharto’s dictatorship and by how things are looking we definitely will. \n\n\nAftermath of the riot.\n\nRecently there has been a riot in several cities but to no avail the parliament still passed the bill. Signs of brutality against protesters are already showing by how many people had to be escorted to the hospital due to their injuries. These are the injuries some victims had\n\n- Irritated eyes\n- difficulty breathing \n- lost of consciousness \n- cuts and bruises \n- skin peeling off\n- injuries to the eye causing bleeding\n- injuries to the mouth causing bleeding \n- injuries to the head causing bleeding\n- broken bones \nAnd so on \n\nProtesters and protesters belonging have also been reported missing after the riot whether they went missing because they were lost from the group or taken by police the point still stands. \n\n*None of these would’ve happened if the government listened to the citizens*",2025 march 20th it hasn been one year since president prabowo term and the country has already had multiple riots currently indonesia is revising the constitution to give military personnel right to intervene in civil matters if seen necessary despite the backlash and the riots the parliament has just confirmed this what is ruu tni ruu tni is an addition to the indonesian constitution mixing civil matters with the military the government can now call on the military for civil disputes like how they can oppress our freedom of speech by banning anything that they deem as danger this includes government criticism both online and offline music and media alike and many more why are people calling it the new,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda6,Ugy45il91sJABo-RaGN4AaABAg,,sg8Mzx0fZbU,@firzainfinix-t5j,UCrye4h7X7ml0tzvwMii1xEg,2025-03-26T23:23:16Z,0,"2030 itu jdi patokan negara negara buat bounce menuju generasi emasnya.\n\ndisini malah gw liat"" 2030 makin suram yg ada. pemerintah inkompeten didukung dengan mayoritas sdm rendah yg mudah dimanipulasi dan dilestarikan kebodohannya",2030 jadi patokan negara negara buat bounce menuju generasi emasnya disini malah liat 2030 semakin suram pemerintah inkompeten didukung mayoritas sdm rendah mudah dimanipulasi dilestarikan kebodohannya,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda7,UgywhZ6OZvm2hZt3uEJ4AaABAg,,sg8Mzx0fZbU,@AliUmar-lo4uc,UCyBY3ScsSrYKW01XCRPLhEA,2025-03-27T05:15:37Z,0,0:22,22,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda8,UgwJrvRlO-AwuVTIrct4AaABAg,,F6fgLwUeeqI,@baybae2922,UC9lGWfse0YfH6iDKX5VqEuA,2025-03-21T04:35:45Z,0,22:20 gigitin tangan bang hehehe,22 20 gigitin tangan bang hehehe,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cda9,Ugyn3t9FqxLW7bgfUzV4AaABAg,,F6fgLwUeeqI,@IbnuMD,UCp3oRXlV_nQdI1_U9Y06ikg,2025-03-20T04:04:13Z,0,22:36 dan barbar,22 36 barbar,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdaa,Ugys7KZJktsmPCGwi294AaABAg,,F6fgLwUeeqI,@jhonwalker6700,UCdxxaP6lNK_ZdOWU22DOVoQ,2025-03-20T04:00:18Z,0,3:22 Geli ah jogetnya.. 😢,22 geli ah jogetnya emo_sad,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdab,UgzS-bCjBvVOZsiNI0p4AaABAg,,F6fgLwUeeqI,@bosuranuspubgstream8978,UC1dR8ejSXHfhAs5iIwTv7Fw,2025-03-21T11:36:26Z,0,24:00 mega ga ngasi nangkep OTT,24 00 mega tidak ngasi nangkep ott,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdac,UgxaUDkJPMJGOLkJAmp4AaABAg,,F6fgLwUeeqI,@bagussinambela4971,UCeDjkV47kiFFY3SAB2PYeIA,2025-03-20T03:06:24Z,0,3:25 lucu bgt “lagi main tentara tentaraan”,25 lucu banget main tentara tentaraan,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdad,Ugzzs_UqBAotWrsiZcx4AaABAg,,F6fgLwUeeqI,@ehm-wg8pd,UCRTVu08D9EHMi90yMdc_GtA,2025-03-24T04:57:14Z,0,9:26 ada makna ke 3 bang!,26 makna bang,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdae,Ugz1Qpgj5UhR-hHyNnB4AaABAg,,F6fgLwUeeqI,@boykevindryanto7337,UCU5vt8oBroQ10FBeAM8prqA,2025-03-20T10:02:26Z,2,27:28,27 28,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdaf,UgyLZgrc0Qz-hW8DLT14AaABAg,,KjXe214MfwQ,@omjanglan3775,UCAimiqRHnSs2aTXy524gdOA,2025-03-23T04:59:35Z,0,.280 juta rakyat Indonesia mendukung setuju agar prabowo jgn penakut segera fokus aja segera realisasikan perampasan aset dari koruptor walaupun blm disahkan demi mencegah tiap propinsi menjadi negara federal,280 juta rakyat indonesia mendukung setuju prabowo jangan penakut segera fokus segera realisasikan perampasan aset koruptor walaupun belum disahkan mencegah tiap propinsi menjadi negara federal,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb0,UgyNRqtgUAEwMTZKtOR4AaABAg,,F6fgLwUeeqI,@Yuarza,UC4O6CfUHksNHDLErvN8pxvQ,2025-03-23T21:57:22Z,0,29:00 pengingat untuk diri ku sendiri,29 00 pengingat diri ku sendiri,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb1,UgxnNPSt5RThm1aegSB4AaABAg,,F6fgLwUeeqI,@GaMaBhy,UCIfrUKwAHiitAXU8PDsV9vw,2025-03-20T12:29:27Z,0,"29:03 kaget gw bang, itu gebrak meja kah apa kesenggol 😅",29 03 kaget bang gebrak meja apa kesenggol emo_other,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb2,UgwKxadREfKyytOgwS14AaABAg,,F6fgLwUeeqI,@efootballmaniac05,UCA778MIh-hxAPZue0P7xNwQ,2025-03-23T12:47:26Z,2,29:03 kaget gue njirrr wkwk😂,29 03 kaget njirr wkwk emo_laugh,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb3,Ugzwnzfa9k3UFntdbhp4AaABAg,,F6fgLwUeeqI,@nataliavalerie,UCrEPDkyVLluGKKjNWY6VQXQ,2025-03-20T15:09:50Z,0,29:10 ... mana?!! mana?!! kenak gregetnya,29 10 mana mana kenak gregetnya,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb4,UgzZkxUvpZi_Ufarprt4AaABAg,,7CLZkPwhEG4,@reinhardfilo_,UC54wVPyHuVyVnLuyeL69EqQ,2025-03-21T02:29:06Z,203,"ada 300 orang yang mendukung UU TNI di depan gedung DPR. ketika ditanyai alasannya kenapa, bisa mendukung UU TNI, mereka malah menjawab ""gatau"" kocak kocak",300 orang mendukung uu tni depan gedung dpr ditanyai alasannya mendukung uu tni malah menjawab gatau kocak kocak,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb5,UgwaSBPTDngz69ZEf5d4AaABAg,,sg8Mzx0fZbU,@ytpremi5702,UCZ5_5VVi17-XP2tjnv4yo-w,2025-03-26T14:13:54Z,0,Yang 32 tahun awalnya juga gitu,32 tahun awalnya gitu,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb6,UgwnmXaHWYDN6o56r4J4AaABAg,,sg8Mzx0fZbU,@ytpremi5702,UCZ5_5VVi17-XP2tjnv4yo-w,2025-03-26T14:13:46Z,0,Yang 32 tahun awalnya juga gitu,32 tahun awalnya gitu,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb7,UgxX-Veq3J7chN3DEwV4AaABAg.AG8w0KhzsKjAGAyC0IJlfA,UgxX-Veq3J7chN3DEwV4AaABAg,sg8Mzx0fZbU,@krocococo123,UCN-YYqtJ3SJvowh6yroclHA,2025-03-27T16:56:33Z,17,"32 tahun kita telah mengalami diktator militer dibawah rezim orde baru pimpinan soeharto. Yang benar hanya penguasa, rakyat kalau protes hilang malam, ditembak dit4, seperti peristiwa Tanjung Periuk,_..............",32 tahun mengalami diktator militer dibawah rezim orde baru pimpinan soeharto benar penguasa rakyat kalau protes hilang malam ditembak dit4 peristiwa tanjung periuk,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb8,UgxebSkxIYc0HRoJn2Z4AaABAg,,F6fgLwUeeqI,@furina-focalor-2,UCY0bzgP0lGGdjYXtwZj05fA,2025-03-20T11:46:40Z,0,35:44 SAHKAN DULU ALASAN  BELAKANGAN. 🥱🪓🪓😂,35 44 sahkan dulu alasan belakangan emo_other emo_other emo_other emo_laugh,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdb9,UgxvTXmIaEKGrZ5oPh54AaABAg,,F6fgLwUeeqI,@learning-by-searching,UCv_i4QCER777sEDv5fksFTg,2025-03-20T08:44:03Z,0,38:26 sarkas kali bang 😂.. kan ga keliatan muka ny pas ngmg,38 26 sarkas kali bang emo_laugh kan tidak keliatan muka ny pas ngmg,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdba,Ugy8SQNpZigcRcM-Apx4AaABAg,,F6fgLwUeeqI,@Nevertary-d6g,UC0GIg5mJvvoWlcZ5kI7ug6A,2025-03-21T13:37:51Z,0,41:24 my reaction to that information,41 24 my reaction to that information,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdbb,Ugx1WlPN9F_RmoGya9t4AaABAg,,F6fgLwUeeqI,@Jenculicheng,UCmmEkZKbGSOD9QPnZETgR2A,2025-03-20T13:24:54Z,0,"44:40 Alasan C, banyak jenderal nganggur/jobless bang pandji. Punya pangkat tapi ga ada kerjaan. Akhirnya diberdayakan sama presiden.",44 40 alasan banyak jenderal nganggur jobless bang pandji punya pangkat tidak kerjaan akhirnya diberdayakan sama presiden,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdbc,UgxYukRSyheEFtS8CVp4AaABAg,,F6fgLwUeeqI,@iqzirm6289,UC2iDwJ7BTp3_oAbzXl4EV0w,2025-03-20T19:20:04Z,0,46:17,46 17,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdbd,UgxAkOoZqNkoppenjKN4AaABAg,,F6fgLwUeeqI,@Javanese08,UCjFDZU1LpKh-KjBz5gjFtVg,2025-03-20T04:01:26Z,0,"9:50 yang jelas kemungkinan pertama GK mungkin,,,gua aja orang yg GK ngerti politik bahkan awam,,pernah denger kontras. Yg jelas itu meremehkan...soalnya akhir2 ini pejabat kita Luhut, Prabowo dll statement nya selalu meremehkan.",50 jelas kemungkinan pertama tidak mungkin orang tidak ngerti politik bahkan awam pernah denger kontras jelas meremehkan soalnya akhir2 pejabat luhut prabowo statement nya selalu meremehkan,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdbe,Ugw7nlBIZycJTpTE4Up4AaABAg,,7CLZkPwhEG4,@Hantulaut_86,UCvBlsmY2lkGPnj4Dft74s9w,2025-03-21T15:13:30Z,0,0:57  ini yang paling pasti nya.,57 paling nya,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdbf,Ugw1B0Ky-ZB_nJcqhWp4AaABAg,,7CLZkPwhEG4,@King-ey3tv,UC3AeyUYZsyPDO3D7kFPnjeQ,2025-03-20T16:35:37Z,0,58%,58,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc0,Ugy4KkdILYmi-_fzr8N4AaABAg,,KjXe214MfwQ,@zangimwafa937,UCVVPYkAQT7TdtMAYVzImqiA,2025-03-18T08:03:16Z,0,58%,58,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc1,UgzWSTe4no24Iivtfs54AaABAg.AGAMAxUlr6rAGH1bOcEMhC,UgzWSTe4no24Iivtfs54AaABAg,sg8Mzx0fZbU,@ApromiMuhlisinFauzi,UCI4R_4WH82lianFObx1Dztw,2025-03-30T01:30:33Z,3,Gue 58 bang dan nonton kok 😂😂😂,58 bang nonton kok emo_laugh emo_laugh emo_laugh,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc2,UgxeyojHY8pz_n5qL1V4AaABAg,,sg8Mzx0fZbU,@arief_tyo,UCx6aJYJbSfHq3Y_5M1oLTGw,2025-03-26T14:55:14Z,0,"58% berpura-pura bahagia, padahal mereka gila pada akhirnya..",58 berpura pura bahagia padahal gila akhirnya,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc3,UgyKhHdzCWTxc4kB_0h4AaABAg,,KjXe214MfwQ,@MangBullz,UCoWAEZAgysBWqyEOE8q15nw,2025-03-22T08:00:54Z,0,58% ok gas ok gas\nMakan tuh gas,58 gas gas makan tuh gas,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc4,UgzdkA4Bka3gM4RVoAB4AaABAg,,F6fgLwUeeqI,@JhozyGaming,UCR8pYjJfskNxAWwOU7R3FgQ,2025-03-31T09:58:50Z,0,58% org indo kemaren menghendaki hal ini terjadi😂,58 orang indo kemaren menghendaki terjadi emo_laugh,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc5,Ugy-K1FNPNXI8-lX11x4AaABAg,,KjXe214MfwQ,@dijogetinaja,UC5E05rcdOEL8W6NsI9UwThg,2025-03-18T07:41:05Z,0,"58% rakyat Indonesia mendukung, gass terus 😂",58 rakyat indonesia mendukung gass terus emo_laugh,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc6,UgwhYAkbigapgnUcChl4AaABAg,,KjXe214MfwQ,@ZURNIASLI,UCqxA0Wr8r-VLoduBvIngKzA,2025-03-19T23:05:43Z,0,"58% RAKYAT SETUJU KOK, GAUSA BANYAK TINGKAH KALIAN KNTL. KALAH YA KALAH AJA 🤣",58 rakyat setuju kok gausa banyak tingkah kalian kntl kalah kalah emo_laugh,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc7,UgyQHZtTJOLBoxPH5XF4AaABAg,,sg8Mzx0fZbU,@bamsugiarto,UCt94CA6KFdc_4SoX7TaUwSQ,2025-03-30T00:45:44Z,0,58% rakyat siap membayar harganya,58 rakyat siap membayar harganya,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc8,Ugx5uK_muAdrFE782kV4AaABAg,,sg8Mzx0fZbU,@RobbieThiel,UChDb7UcpXsFazeNeCDYcmvA,2025-03-26T12:46:50Z,0,"gua udah 5tahun main di  mandalika77.  jangka panjang profit gw disini ratusan juta bro , emang beda sama web abal2 lainnya",5tahun main mandalika77 jangka panjang profit disini ratusan juta bro memang beda sama web abal2 lainnya,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdc9,Ugy97uBxfFR-TvwHRgZ4AaABAg,,KjXe214MfwQ,@ari9520,UCGpPIQ3uzO4yCMS-wv2lUhQ,2025-05-11T09:24:34Z,0,98,98,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdca,UgwjMFlMD_r7vSzzkvZ4AaABAg,,KjXe214MfwQ,@NayFPS-1,UCvTOC3cRDZKedTuAn3fTviA,2025-03-21T05:19:24Z,0,"98 jilid 2, bersiaplah",98 jilid bersiaplah,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdcb,UgyNfaFCIXKIFyMyR5V4AaABAg,,KjXe214MfwQ,@hamstermalangselatan8461,UCZbHag34uQPqx2mG1_P3RDA,2025-03-22T01:33:36Z,0,Ya 98 terulang kembali,98 terulang,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdcc,UgwBGzrkl0tkdDKnQHp4AaABAg,,KjXe214MfwQ,@skyone6591,UCHI9zOAiJSgLyiG3_h4Hkag,2025-03-18T10:18:41Z,0,98 AKAN TERULANG KALO ITU DI SAHKAN,98 terulang kalau sahkan,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdcd,Ugz1xCjmBhkdpYEdvgJ4AaABAg,,7CLZkPwhEG4,@HansHanafi-s9n,UCUUxL94W-yK8SL4ip4sS9lQ,2025-03-27T23:18:58Z,0,"*_Selesaikan dulu tuh KKB dan OPM di Papua, ujug""masuk ranah sipil_*",_selesaikan dulu tuh kkb opm papua ujug masuk ranah sipil_,spark_text_final_v1,2026-06-28T16:18:09.051Z
6a41494a75da6b5a40d9cdce,UgzN6DD1-FT5FgqTJ0p4AaABAg,,sg8Mzx0fZbU,@AbduRohman-up4kj,UC5XpNAQEzJqJF9WCDCUNBoQ,2025-04-06T01:27:28Z,0,Abang ini mirip2 rian d'masiv 😅😅,abang mirip2 rian masiv emo_other emo_other,spark_text_final_v1,2026-06-28T16:18:09.051Z
