comment_id,thread_id,video_id,author,author_channel_id,published_at,updated_at,like_count,total_reply_count,text_original,text_clean,text_preprocessed,text_stemmed,char_count,word_count,emoji_count,url_count,hashtag_count,mention_count,exclamation_count,question_count,uppercase_ratio
UgwC9lV_ulBCIIEbNvJ4AaABAg,UgwC9lV_ulBCIIEbNvJ4AaABAg,F6fgLwUeeqI,@tsyukran1,UCGhDq-1_dymB9BcTAqEVsuw,2025-03-20T19:08:19Z,2025-03-20T19:08:19Z,0,0,Jelass,jelass,jelass,,6,1,0,0,0,0,0,0,0.1667
UgzIR_YaDkeJ6occMsh4AaABAg,UgzIR_YaDkeJ6occMsh4AaABAg,F6fgLwUeeqI,@natasyatsanyafildzah77,UCjtbM8PgrB7jHjao4JaamNA,2025-03-20T19:08:01Z,2025-03-20T19:08:01Z,0,0,"stay mad, lakukan perlawanan sekecil apapun",stay mad lakukan perlawanan sekecil apapun,stay mad lakukan perlawanan sekecil apapun,,43,6,0,0,0,0,0,0,0.0
UgzpKMhTn3eeW09jcq14AaABAg,UgzpKMhTn3eeW09jcq14AaABAg,F6fgLwUeeqI,@obok352,UCsZUHYeUMppKXAw3LnHV8KQ,2025-03-20T19:03:49Z,2025-03-20T19:03:49Z,0,0,wartawan tempo dapat kiriman kepala babi bang ?bagaimana pendapat abang ?,wartawan tempo dapat kiriman kepala babi bang bagaimana pendapat abang,wartawan tempo dapat kiriman kepala babi bang pendapat abang,,73,11,0,0,0,0,0,2,0.0
UgxuA6GOiDmmCp2YECF4AaABAg,UgxuA6GOiDmmCp2YECF4AaABAg,F6fgLwUeeqI,@noreta.sasono,UCnn9DoF1q2JDEteiIkom2SA,2025-03-20T19:03:04Z,2025-03-20T19:03:04Z,0,0,Dar der dor saja kawan.,dar der dor saja kawan,dar der dor kawan,,23,5,0,0,0,0,0,0,0.0556
Ugyn1euaQRGdJmL0XzN4AaABAg,Ugyn1euaQRGdJmL0XzN4AaABAg,F6fgLwUeeqI,@ariftoteles4991,UCB_7VjXde_YE-nfavv9GalA,2025-03-20T19:02:26Z,2025-03-20T19:02:26Z,0,0,"Percuma, Kita Bangun Negara sendiri aja",percuma kita bangun negara sendiri saja,percuma bangun negara sendiri,,39,6,0,0,0,0,0,0,0.1212
UgyvboDH3saMz_1SSDZ4AaABAg,UgyvboDH3saMz_1SSDZ4AaABAg,F6fgLwUeeqI,@AndiiKurni,UCICsdwY3eBVera2NmlggeYQ,2025-03-20T19:01:55Z,2025-03-20T19:01:55Z,0,0,"Ini baru lord kita, om lehet tadi yang dibilang emang bukan gak pantes dibilang Lord 😂",ini baru lord kita om lehet tadi yang dibilang emang bukan tidak pantes dibilang lord,baru lord om lehet tadi dibilang emang bukan tidak pantes dibilang lord,,86,16,1,0,0,0,0,0,0.029
Ugw8LzO-WqW9fnI-gyd4AaABAg,Ugw8LzO-WqW9fnI-gyd4AaABAg,F6fgLwUeeqI,@SipalingESDM,UCJE3HZI0JtRUblx8lc5GSnQ,2025-03-20T18:59:51Z,2025-03-20T18:59:51Z,0,0,"Ada saat nya orang diatas... ada saatnya orang di bawah... 

Dedi cahyadi sudah bosan berada di atas dan di percaya masarakat",ada saat nya orang diatas ada saatnya orang di bawah dedi cahyadi sudah bosan berada di atas dan di percaya masarakat,orang diatas saatnya orang bawah dedi cahyadi bosan berada atas percaya masarakat,,125,21,0,0,0,0,0,0,0.0206
Ugxv3DCQrzriM0ZCC314AaABAg,Ugxv3DCQrzriM0ZCC314AaABAg,F6fgLwUeeqI,@vespanatikmania951,UCMAosJ39jyKIYBkStnXq12A,2025-03-20T18:54:04Z,2025-03-20T18:54:04Z,0,0,jadi sayang uang kalo mau bayar pajak,jadi sayang uang kalau mau bayar pajak,sayang uang kalau mau bayar pajak,,37,7,0,0,0,0,0,0,0.0
UgxmJBmQGrTdmm-Xx2l4AaABAg,UgxmJBmQGrTdmm-Xx2l4AaABAg,F6fgLwUeeqI,@enid9312,UCLUL2VzAE9QCopd4UHB8BoQ,2025-03-20T18:53:50Z,2025-03-20T18:53:50Z,0,0,"13:46 dari orde lama sama sekarang mereka itu masih nganggep kita itu goblok , karna emang mereka mendesain rakyat jadi goblok , tapi sayangnya internet sudah jadi komoditas receh",dari orde lama sama sekarang mereka itu masih nganggep kita itu goblok karena emang mereka mendesain rakyat jadi goblok tapi sayangnya internet sudah jadi komoditas receh,orde lama sekarang masih nganggep goblok emang mendesain rakyat goblok tapi sayangnya internet komoditas receh,,179,29,0,0,0,0,0,0,0.0
UgwAwVQ2fb3qOMDNipl4AaABAg,UgwAwVQ2fb3qOMDNipl4AaABAg,F6fgLwUeeqI,@diran1945,UCUpMfr8ReaVLACg7v5f9Feg,2025-03-20T18:53:34Z,2025-03-20T18:53:34Z,0,0,"balas video ini dong cahyadi, kalau memang punya jawaban dari ini semua, kalau berani itu juga mah",balas video ini dong cahyadi kalau memang punya jawaban dari ini semua kalau berani itu juga mah,balas video dong cahyadi kalau memang punya jawaban semua kalau berani mah,,98,17,0,0,0,0,0,0,0.0
UgyKYt9oUcYDp1S2VoZ4AaABAg,UgyKYt9oUcYDp1S2VoZ4AaABAg,F6fgLwUeeqI,@layarindependen,UCHgrrzzeYszyxEYemds4KKg,2025-03-20T18:45:55Z,2025-03-20T18:45:55Z,0,0,Yang doyan nonton film horor Indonesia terbaru kuy merapat ke kita gais,yang doyan nonton film horor indonesia terbaru kuy merapat ke kita gais,doyan nonton film horor indonesia terbaru kuy merapat gais,,71,12,0,0,0,0,0,0,0.0333
Ugwp9LhWAA037S2Otjt4AaABAg,Ugwp9LhWAA037S2Otjt4AaABAg,F6fgLwUeeqI,@Soehartien,UCbhJmX4-Om18raMjJuIlP4A,2025-03-20T18:44:35Z,2025-03-20T18:44:35Z,0,0,kita lawan aja yuk. reformasi,kita lawan saja yuk reformasi,lawan yuk reformasi,,29,5,0,0,0,0,0,0,0.0
UgzMABCXmTcxk-qajz94AaABAg,UgzMABCXmTcxk-qajz94AaABAg,F6fgLwUeeqI,@soehokgie,UC9n8DQ2UqoGNn56K55vEA1g,2025-03-20T18:42:38Z,2025-03-20T18:42:38Z,0,0,"Salah satu hal yang bikin para militer ini menyusahkan ketika terlibat di jabatan sipil : mereka itu menganggap dirinya lebih tinggi dari orang sipil. Ibarat bapak, secara umum merasa memiliki kekuasaan atas anaknya, karena kalo ada apa2 kan bapak yg ""melindungi"" anak. 

satu lagi, jangan lupa report komen judol gaes!!!! Kita bisa turut serta ""menyehatkan"" bangsa, dengan cara memerangi publikasi judol!!",salah satu hal yang bikin para militer ini menyusahkan ketika terlibat di jabatan sipil mereka itu menganggap dirinya lebih tinggi dari orang sipil ibarat bapak secara umum merasa memiliki kekuasaan atas anaknya karena kalau ada apa2 kan bapak yang melindungi anak satu lagi jangan lupa report komen judol gaes kita bisa turut serta menyehatkan bangsa dengan cara memerangi publikasi judol,salah satu bikin militer menyusahkan ketika terlibat jabatan sipil menganggap dirinya lebih tinggi orang sipil ibarat bapak umum merasa memiliki kekuasaan atas anaknya kalau apa2 bapak melindungi anak satu jangan lupa report komen judol gaes bisa turut menyehatkan bangsa cara memerangi publikasi judol,,406,61,0,0,0,0,6,0,0.0092
UgznlIPI5MfrTHCkgRN4AaABAg,UgznlIPI5MfrTHCkgRN4AaABAg,F6fgLwUeeqI,@and-tw3gf,UCJfik4D0VscruXTDq86lBPw,2025-03-20T18:42:29Z,2025-03-20T18:42:29Z,0,0,perlu pembahasan kayak gini bang..mencerdaskan emg anjing bnr dah gw suka,perlu pembahasan kayak gini bang mencerdaskan memang anjing bnr sudah saya suka,perlu pembahasan kayak gini bang mencerdaskan memang anjing bnr suka,,73,11,0,0,0,0,0,0,0.0
UgxCyj2w_H7WUWhmdQV4AaABAg,UgxCyj2w_H7WUWhmdQV4AaABAg,F6fgLwUeeqI,@Channel_Pendidikan,UCfieD8ra4juJCCXAQVzTXQA,2025-03-20T18:41:29Z,2025-03-20T18:41:29Z,1,0,"gapernah menang kita klo sama pemerintah soal niat baiknya, walaupun tidak sesuai dengan kelakuannya 🤭",gapernah menang kita klo sama pemerintah soal niat baiknya walaupun tidak sesuai dengan kelakuannya,gapernah menang klo pemerintah soal niat baiknya walaupun tidak sesuai kelakuannya,,102,15,1,0,0,0,0,0,0.0
UgwUZ_JBRRs6u4x6vJV4AaABAg,UgwUZ_JBRRs6u4x6vJV4AaABAg,F6fgLwUeeqI,@soniutomoputra9614,UCoMOkw5A1bUCI_gjxV3WIjw,2025-03-20T18:38:33Z,2025-03-20T18:38:33Z,0,0,"bang, lu pake sunscreen sampe belakang pala?",bang kamu pake sunscreen sampe belakang pala,bang pake sunscreen sampe belakang pala,,44,7,0,0,0,0,0,1,0.0
UgxGs_nq29tcWNn4Ekx4AaABAg,UgxGs_nq29tcWNn4Ekx4AaABAg,F6fgLwUeeqI,@ianharson2398,UCsjBl9tZBhaQ_j2bv6ccF4g,2025-03-20T18:38:28Z,2025-03-20T18:38:28Z,0,0,"Panji, coba Angle View kamu  lebih Wide lagi, juga Eagle Eyes mu harus lebih Tinggi lagi ... analisa mu tidak bisa hanya berdasarkan Asinsi.
.
Banyak2  Gaul & BACA  yaaa Mas.",panji coba angle view kamu lebih wide lagi juga eagle eyes mu harus lebih tinggi lagi analisa mu tidak bisa hanya berdasarkan asinsi banyak2 gaul baca yaa mas,panji coba angle view lebih wide eagle eyes mu harus lebih tinggi analisa mu tidak bisa hanya berdasarkan asinsi banyak2 gaul baca yaa mas,,174,31,0,0,0,0,0,0,0.1145
UgzB16R8HneQU19Xy9x4AaABAg,UgzB16R8HneQU19Xy9x4AaABAg,F6fgLwUeeqI,@and-tw3gf,UCJfik4D0VscruXTDq86lBPw,2025-03-20T18:37:07Z,2025-03-20T18:37:41Z,0,0,lu klo ngonten dimna sih nji..adem bener suasananya,kamu klo ngonten dimna sih nji adem bener suasananya,klo ngonten dimna sih nji adem bener suasananya,,51,8,0,0,0,0,0,0,0.0
UgxawnhHlqiYl5zClOB4AaABAg,UgxawnhHlqiYl5zClOB4AaABAg,F6fgLwUeeqI,@dilolato3956,UCAofz4nGqRqi9XlCQz3KLWA,2025-03-20T18:36:33Z,2025-03-20T18:36:33Z,0,0,kalo urutannya UU perampasan aset dulu disahkan baru UU TNI lebih terima gue ,kalau urutannya uu perampasan aset dulu disahkan baru uu tni lebih terima saya,kalau urutannya uu perampasan aset dulu disahkan baru uu tni lebih terima,,77,13,0,0,0,0,0,0,0.1094
Ugx3pu4SDfKw_RwRawR4AaABAg,Ugx3pu4SDfKw_RwRawR4AaABAg,F6fgLwUeeqI,@juarasejati1104,UC6Yh-klGKoPYP8FMpqznl8g,2025-03-20T18:33:45Z,2025-03-20T18:33:45Z,0,0,Mumpung belum di sahkan uu TNI... orang orang cerdas perbanyak ngomongin hal ini... nanti belum tentu bisa lagi,mumpung belum di sahkan uu tni orang orang cerdas perbanyak ngomongin hal ini nanti belum tentu bisa lagi,mumpung belum sahkan uu tni orang orang cerdas perbanyak ngomongin nanti belum tentu bisa,,111,18,0,0,0,0,0,0,0.0455
UgxPNCOmlfhhY5_LL_F4AaABAg,UgxPNCOmlfhhY5_LL_F4AaABAg,F6fgLwUeeqI,@synthinks,UCoLFe8-tUMlSIZFy7buggQQ,2025-03-20T18:32:56Z,2025-03-20T18:32:56Z,0,0,"Lu ga ada di indo bang.
Gak layak ngomongin soal kaya gini.",kamu tidak ada di indo bang tidak layak ngomongin soal kaya gini,tidak indo bang tidak layak ngomongin soal kaya gini,,59,12,0,0,0,0,0,0,0.0435
UgzpCjYPT3-LnVfbCiN4AaABAg,UgzpCjYPT3-LnVfbCiN4AaABAg,F6fgLwUeeqI,@rizqiarga,UCcuOENU4nW23cHRtO4V6Xpw,2025-03-20T18:31:00Z,2025-03-20T18:31:00Z,0,0,"""kok bisa Deddy ngomong gini? ngomong gitu?"" NAMANYA JUGA BUZZER!",kok bisa deddy ngomong gini ngomong gitu namanya juga buzzer,kok bisa deddy ngomong gini ngomong gitu namanya buzzer,,65,10,0,0,0,0,1,2,0.3529
UgxqC_39fQMGoRcbm314AaABAg,UgxqC_39fQMGoRcbm314AaABAg,F6fgLwUeeqI,@VenLactis,UCgFNC9iAw7OupuGZNHqItlQ,2025-03-20T18:29:55Z,2025-03-20T18:29:55Z,0,0,"sebenarnya pemilu 2024 itu kacau balau karena capres cawapres yang disajikan semua pasangan kocak. selain set presiden terpilih, sisanya badut yang mau coba2 di dunia politik dengan niat rakus yang terlihat disertai keluguan dan kedunguan sejati. yang terpilih justru terpaksa mantan kriminal kasus 1998 yang ditutup2i. 10 taun lalu pada putaran pertama vs jokowi, presiden sekarang dijegal dengan isu 1998 namun d era 2024 terpaksa dipilih karena pasangan lainnya badut. saya pikir pemerintahan saat ini sudah sangat serakah dan arogan. mereka pikir mereka memerintah atas siapa?tanpa rakyat mereka bukan siapa2. mereka sekelompok orang rakus serakah dan bobrok secara mental. terang2an merampok di siang bolong. sudah saatnya mereka dieksekusi. kelamaan nunggu tuhan bertindak",sebenarnya pemilu itu kacau balau karena capres cawapres yang disajikan semua pasangan kocak selain set presiden terpilih sisanya badut yang mau coba2 di dunia politik dengan niat rakus yang terlihat disertai keluguan dan kedunguan sejati yang terpilih justru terpaksa mantan kriminal kasus yang ditutup2i taun lalu pada putaran pertama vs jokowi presiden sekarang dijegal dengan isu namun d era terpaksa dipilih karena pasangan lainnya badut saya pikir pemerintahan saat ini sudah sangat serakah dan arogan mereka pikir mereka memerintah atas siapa tanpa rakyat mereka bukan siapa2 mereka sekelompok orang rakus serakah dan bobrok secara mental terang2an merampok di siang bolong sudah saatnya mereka dieksekusi kelamaan nunggu tuhan bertindak,sebenarnya pemilu kacau balau capres cawapres disajikan semua pasangan kocak selain set presiden terpilih sisanya badut mau coba2 dunia politik niat rakus terlihat disertai keluguan kedunguan sejati terpilih justru terpaksa mantan kriminal kasus ditutup2i taun lalu putaran pertama vs jokowi presiden sekarang dijegal isu namun era terpaksa dipilih pasangan lainnya badut pikir pemerintahan sangat serakah arogan pikir memerintah atas siapa rakyat bukan siapa2 sekelompok orang rakus serakah bobrok mental terang2an merampok siang bolong saatnya dieksekusi kelamaan nunggu tuhan bertindak,,778,112,0,0,0,0,0,1,0.0
Ugx4r7q-HipH-nUIXZx4AaABAg,Ugx4r7q-HipH-nUIXZx4AaABAg,F6fgLwUeeqI,@rizkipalu6797,UCFa_TxXwgMMoDgoZ7OsyX9A,2025-03-20T18:25:36Z,2025-03-20T18:25:36Z,0,0,"Kekuatan supremasi TNI dan kejaksaan yg tidak terlalu dalam dimasuki ""kekuatan"" raja kecil, adalah instrumen yg dipakai Pak Prabowo untuk hajar mafia dan koruptor. 

Dan saya salah satu yg mendukung RUU TNI disahkan.

Dalam waktu dekat akan ada mafia sawit yg dihajar TNI dan Kejaksaan..

Ini percaturan yang keren pak...",kekuatan supremasi tni dan kejaksaan yang tidak terlalu dalam dimasuki kekuatan raja kecil adalah instrumen yang dipakai pak prabowo untuk hajar mafia dan koruptor dan saya salah satu yang mendukung ruu tni disahkan dalam waktu dekat akan ada mafia sawit yang dihajar tni dan kejaksaan ini percaturan yang keren pak,kekuatan supremasi tni kejaksaan tidak terlalu dimasuki kekuatan raja kecil instrumen dipakai pak prabowo hajar mafia koruptor salah satu mendukung ruu tni disahkan waktu dekat mafia sawit dihajar tni kejaksaan percaturan keren pak,,321,50,0,0,0,0,0,0,0.0736
Ugw0eI67m453FrHkFSJ4AaABAg,Ugw0eI67m453FrHkFSJ4AaABAg,F6fgLwUeeqI,@aifbangunsari184,UCcIIXpEj6u49_LgrYh2oXoA,2025-03-20T18:23:27Z,2025-03-20T18:23:27Z,0,0,Banyakin orang kaya bang panji ya allah,banyakin orang kaya bang panji ya allah,banyakin orang kaya bang panji ya allah,,39,7,0,0,0,0,0,0,0.0303
UgxlcWiPVal_ZSYCNS54AaABAg,UgxlcWiPVal_ZSYCNS54AaABAg,F6fgLwUeeqI,@TherapistJalanan,UCpOAn8qXBfGvGfJBYMM-FlQ,2025-03-20T18:19:59Z,2025-03-20T18:19:59Z,0,0,Aku Cinta Damkar.... ❤,aku cinta damkar,aku cinta damkar,,22,4,0,0,0,0,0,0,0.2143
UgyNUg1MOgt2IlWmxZF4AaABAg,UgyNUg1MOgt2IlWmxZF4AaABAg,F6fgLwUeeqI,@dadanhidayat-c2w,UC8g-9yhLVR79KImINoIMq2g,2025-03-20T18:17:56Z,2025-03-20T18:17:56Z,0,0,mantap bang,mantap bang,mantap bang,,11,2,0,0,0,0,0,0,0.0
UgwusDM2cK5yaXNoLHR4AaABAg,UgwusDM2cK5yaXNoLHR4AaABAg,F6fgLwUeeqI,@tirzabinanggal8805,UCRS86Im13zxmZqHc5iGRN3A,2025-03-20T18:17:31Z,2025-03-20T18:17:31Z,0,0,"Ini bukan ORBA.. 
ini sekarang ORDE PALING BARU",ini bukan orba ini sekarang orde paling baru,bukan orba sekarang orde paling baru,,47,8,0,0,0,0,0,0,0.5135
UgwbjZrE75bE0ed5S5Z4AaABAg,UgwbjZrE75bE0ed5S5Z4AaABAg,F6fgLwUeeqI,@yusitafadliyah2535,UCi4eauht3sconpi33odFjag,2025-03-20T18:16:24Z,2025-03-20T18:16:24Z,0,0,"terimakasih bang kasih gua pencerahan yg udh jengah sama berita ini... 
gua ada anak umur 5th dan cowo banyak hal yg bikin gua takut kalo ruu sah anak gua yg ngerasain karna jangka panjang kan bang efeknya... 
tolong kalian yg punya sedikit power perjuangkan kasian anak anak di bawah kita gen z",terimakasih bang kasih gua pencerahan yang sudah jengah sama berita ini gua ada anak umur th dan cowo banyak hal yang bikin gua takut kalau ruu sah anak gua yang ngerasain karena jangka panjang kan bang efeknya tolong kalian yang punya sedikit power perjuangkan kasian anak anak di bawah kita gen z,terimakasih bang kasih gua pencerahan jengah berita gua anak umur th cowo banyak bikin gua takut kalau ruu sah anak gua ngerasain jangka panjang bang efeknya tolong kalian punya sedikit power perjuangkan kasian anak anak bawah gen,,295,52,0,0,0,0,0,0,0.0
UgzeGyv-yGRvKmA8R_p4AaABAg,UgzeGyv-yGRvKmA8R_p4AaABAg,F6fgLwUeeqI,@alifikri2288,UCvEAIGUKb5pPE0ufESkpwmg,2025-03-20T18:16:07Z,2025-03-20T18:16:07Z,0,0,bisa jdi korupsi2 yg terkuak sekarang adalah ancaman nyata ke penjabat2 kalau tidak mau meloloskan ruu tni,bisa jdi korupsi2 yang terkuak sekarang adalah ancaman nyata ke penjabat2 kalau tidak mau meloloskan ruu tni,bisa jdi korupsi2 terkuak sekarang ancaman nyata penjabat2 kalau tidak mau meloloskan ruu tni,,106,17,0,0,0,0,0,0,0.0
UgxKhbhg69H2RPD5Zl94AaABAg,UgxKhbhg69H2RPD5Zl94AaABAg,F6fgLwUeeqI,@HapizLesmana,UCFMPCS257mCv66-V47pAV7Q,2025-03-20T18:13:23Z,2025-03-20T18:13:23Z,0,0,"guys......friendly remind you
persenjatai diri kalian
belajar menumbuhkan makanan kalian sendiri
belajar produksi energy sendiri
belajar matematika
pahami geography kalian",guys friendly remind you persenjatai diri kalian belajar menumbuhkan makanan kalian sendiri belajar produksi energy sendiri belajar matematika pahami geography kalian,guys friendly remind you persenjatai diri kalian belajar menumbuhkan makanan kalian sendiri belajar produksi energy sendiri belajar matematika pahami geography kalian,,171,20,0,0,0,0,0,0,0.0
Ugx5eZQy9Nx71oSuLJF4AaABAg,Ugx5eZQy9Nx71oSuLJF4AaABAg,F6fgLwUeeqI,@yoasadhityarahardjo,UCvcsKAyy6nIA2NTIcYNGmhw,2025-03-20T18:09:20Z,2025-03-20T18:09:20Z,0,0,"ketua dprnya siapa sih? payah wkwkwk nggak ketua nggak anggota nya, ga jelas",ketua dprnya siapa sih payah wkwkwk tidak ketua tidak anggota nya tidak jelas,ketua dprnya siapa sih payah wkwkwk tidak ketua tidak anggota tidak jelas,,76,13,0,0,0,0,0,1,0.0
UgwiYd96V9ROv4rMQsZ4AaABAg,UgwiYd96V9ROv4rMQsZ4AaABAg,F6fgLwUeeqI,@rizkiiqbalyt,UCbDTyaAiUTWgoR-y-fH7dbw,2025-03-20T18:07:31Z,2025-03-20T18:07:31Z,0,0,"Entah lah pemikiran gw yg pendek atau apapun itu, tapi gw sangat ingin pindah ke negara lain😢",entah lah pemikiran saya yang pendek atau apapun itu tapi saya sangat ingin pindah ke negara lain,entah lah pemikiran pendek apapun tapi sangat ingin pindah negara lain,,93,17,1,0,0,0,0,0,0.0133
UgxWfjgVrJSebzWR-yR4AaABAg,UgxWfjgVrJSebzWR-yR4AaABAg,F6fgLwUeeqI,@dwiaustralia4920,UCU6pEtRg-qgZI03psMrkbHw,2025-03-20T18:07:20Z,2025-03-20T18:07:20Z,0,0,yeesss batalkan revisi uu tni,yeess batalkan revisi uu tni,yeess batalkan revisi uu tni,,29,5,0,0,0,0,0,0,0.0
Ugxwql0avsm1uIutZcJ4AaABAg,Ugxwql0avsm1uIutZcJ4AaABAg,F6fgLwUeeqI,@pacekot,UCHHeNUAdCAoXmFK5QVXFaYw,2025-03-20T18:06:49Z,2025-03-20T18:06:49Z,0,0,"keliling internet belum ada info siapa yang bunuh Rene Louis Conrad, cuma ada kalimat ""salah satu pelakunya sejakarang mungkin sudah jadi jendral""",keliling internet belum ada info siapa yang bunuh rene louis conrad hanya ada kalimat salah satu pelakunya sejakarang mungkin sudah jadi jendral,keliling internet belum info siapa bunuh rene louis conrad hanya kalimat salah satu pelakunya sejakarang mungkin jendral,,146,22,0,0,0,0,0,0,0.0246
Ugw2zJYty8v88T_pEHh4AaABAg,Ugw2zJYty8v88T_pEHh4AaABAg,F6fgLwUeeqI,@sicklieofficial,UCqvC5zEpRowZJ_LXMJUyJhQ,2025-03-20T18:05:06Z,2025-03-20T18:05:06Z,0,0,"gw jadi curiga pilpres kemaren kayaknya setingan,,,soalnya pemerintah budek suara rakyat,mereka lebih memilih kepentingan sendiri😅",saya jadi curiga pilpres kemaren kayaknya setingan soalnya pemerintah budek suara rakyat mereka lebih memilih kepentingan sendiri,curiga pilpres kemaren kayaknya setingan soalnya pemerintah budek suara rakyat lebih memilih kepentingan sendiri,,130,15,1,0,0,0,0,0,0.0
Ugz1dbn3xl00b9ZQn7R4AaABAg,Ugz1dbn3xl00b9ZQn7R4AaABAg,F6fgLwUeeqI,@aimanfikri1972,UCg8gevqAdIsnAG1UVpZH-tw,2025-03-20T18:03:02Z,2025-03-20T18:03:02Z,0,0,"Jadi ingat waktu gw nyari kebun kopi di daerah puncak, sekitar megamendung. Ada org daerah situ yg nawarin utk beli kebunnya. Heran dengernya, semua wilayah tanah hutan disitu katanya sdh dikuasai jendral si A, si B, si  C dst. Gw akhirnya mundur deh.",jadi ingat waktu saya nyari kebun kopi di daerah puncak sekitar megamendung ada orang daerah situ yang nawarin untuk beli kebunnya heran dengernya semua wilayah tanah hutan disitu katanya sdh dikuasai jendral si a si b si c dst saya akhirnya mundur deh,ingat waktu nyari kebun kopi daerah puncak sekitar megamendung orang daerah situ nawarin beli kebunnya heran dengernya semua wilayah tanah hutan disitu katanya sdh dikuasai jendral si si si dst akhirnya mundur deh,,251,43,0,0,0,0,0,0,0.035
UgxRepKRX-Ht_EPEEzh4AaABAg,UgxRepKRX-Ht_EPEEzh4AaABAg,F6fgLwUeeqI,@alifikri2288,UCvEAIGUKb5pPE0ufESkpwmg,2025-03-20T18:02:36Z,2025-03-20T18:02:36Z,0,0,"dari awal mnjabat gemoy udah terlalu nampak mau membuat TNI menjadi power disemua lini seperti dijaman harto,dimulai mentri dan wamen di masukkan kebarak,sarjana makan gratis juga tesnya ala2 TNI",dari awal mnjabat gemoy udah terlalu nampak mau membuat tni menjadi power disemua lini seperti dijaman harto dimulai mentri dan wamen di masukkan kebarak sarjana makan gratis juga tesnya ala2 tni,awal mnjabat gemoy udah terlalu nampak mau membuat tni menjadi power disemua lini dijaman harto dimulai mentri wamen masukkan kebarak sarjana makan gratis tesnya ala2 tni,,195,29,0,0,0,0,0,0,0.0366
UgykVM9ZeUfJI5liuu54AaABAg,UgykVM9ZeUfJI5liuu54AaABAg,F6fgLwUeeqI,@ugiesugie1670,UCM28G1ugwt71V1d6OfdHhQw,2025-03-20T18:01:46Z,2025-03-20T18:01:46Z,0,0,Yg lain ribut bola ini ngapain bahas politik,yang lain ribut bola ini ngapain bahas politik,lain ribut bola ngapain bahas politik,,44,8,0,0,0,0,0,0,0.027
UgyfT0jON9Mg-DBnueJ4AaABAg,UgyfT0jON9Mg-DBnueJ4AaABAg,F6fgLwUeeqI,@revandanuaji5332,UC8RAuRNkKjhZYb7ODikmKdw,2025-03-20T17:55:24Z,2025-03-20T17:55:24Z,0,0,Terimakasih member bang panji,terimakasih member bang panji,terimakasih member bang panji,,29,4,0,0,0,0,0,0,0.0385
Ugwzlp4L6lCqxvId2Hh4AaABAg,Ugwzlp4L6lCqxvId2Hh4AaABAg,F6fgLwUeeqI,@codingretreat,UC0eHOFrEjMoEV0WHuGJo5lA,2025-03-20T17:53:59Z,2025-03-20T17:53:59Z,0,0,adakah gerakan g bayar pajak,adakah gerakan g bayar pajak,adakah gerakan bayar pajak,,28,5,0,0,0,0,0,0,0.0
UgxOTpaLnKTUByysyh94AaABAg,UgxOTpaLnKTUByysyh94AaABAg,F6fgLwUeeqI,@m.yhun09,UCCHY0pX3kApOf0yowJVDgAQ,2025-03-20T17:53:17Z,2025-03-20T17:53:17Z,0,0,kita semua udah dianggap goblok dan bodoh sama para pejabat DPR ga guna 💩,kita semua udah dianggap goblok dan bodoh sama para pejabat dpr tidak guna,semua udah dianggap goblok bodoh pejabat dpr tidak guna,,73,14,1,0,0,0,0,0,0.0508
Ugy2PHyUOeiLvK64A_Z4AaABAg,Ugy2PHyUOeiLvK64A_Z4AaABAg,F6fgLwUeeqI,@hemmm2758,UCNsqD6AHHvLspt2VmKUkEYw,2025-03-20T17:51:21Z,2025-03-20T17:51:21Z,0,0,Udh sah botak,sudah sah botak,sah botak,,13,3,0,0,0,0,0,0,0.0909
UgyLp-OOGpQOS0VcmQ14AaABAg,UgyLp-OOGpQOS0VcmQ14AaABAg,F6fgLwUeeqI,@kurnirezky,UC1Pbwxkob0j9CQLsNXa5LGQ,2025-03-20T17:50:17Z,2025-03-20T17:50:17Z,0,0,Bravo bung ...,bravo bung,bravo bung,,14,3,0,0,0,0,0,0,0.1111
UgyAPVpap_Synl12u3J4AaABAg,UgyAPVpap_Synl12u3J4AaABAg,F6fgLwUeeqI,@fudinzet,UCnI_qcDOAvazk9uZxx897Bw,2025-03-20T17:49:40Z,2025-03-20T17:49:40Z,0,0,"Gass bang, bilang benar kalau memang itu sebuah kebenaran, walau resikonya (nyawa) kita taruhannya dan juga sebaliknya 
Jangan takut, di dunia kita semua ini sama-sama manusia biasa, sama-sama makan nasi kok ya",gass bang bilang benar kalau memang itu sebuah kebenaran walau resikonya nyawa kita taruhannya dan juga sebaliknya jangan takut di dunia kita semua ini sama-sama manusia biasa sama-sama makan nasi kok ya,gass bang bilang benar kalau memang sebuah kebenaran walau resikonya nyawa taruhannya sebaliknya jangan takut dunia semua sama-sama manusia biasa sama-sama makan nasi kok ya,,210,32,0,0,0,0,0,0,0.0118
Ugy2-ohn1W8031ACU7B4AaABAg,Ugy2-ohn1W8031ACU7B4AaABAg,F6fgLwUeeqI,@erifauziofficial3901,UC53LwDwHkjXy07mPo8CbpIw,2025-03-20T17:48:55Z,2025-03-20T17:48:55Z,1,0,Langsung tanya ke dedy ny bg di podcast nya biar seru,langsung tanya ke dedy ny bg di podcast nya biar seru,langsung tanya dedy ny bg podcast biar seru,,53,11,0,0,0,0,0,0,0.0233
