comment_id,video_id,text_original,text_final,sentiment
UgxCt6JLFr5sQiuX66Z4AaABAg,KjXe214MfwQ,"Gpp malah bagus d bungkam semua nya drpd ngebacod koar2 demo2 anarkis gak guna, biar aman damai semua kek dulu, ormas2 radikal ama preman2 d lenyapkan",tidak malah bagus bungkam ngebacod koar koar demo demo anarkis tidak aman damai ormas ormas radikal preman preman lenyap,positif
UgwDHmbeWEi_-6MUu494AaABAg,KjXe214MfwQ,"buat yg butuh refrensi seperti apa RUU ini, mirip, china,korut,rusia 
hal positif nya, semuanya PRESIDEN yg ngatur, dan gw sangat setuju, karna klo yg ngatur DPR kek tai gini",butuh refrensi ruu mirip china korut rusia positif presiden atur sangat setuju atur dpr tai,positif
UgyKJgDEmsjc42NofAF4AaABAg,7CLZkPwhEG4,Kami rakyat sangat setuju biar TNI ada wibawahnya lagi TNI brapo💪💪💪,rakyat sangat setuju tni wibawahnya tni brapo emo_pos,positif
UgyC33q6cP6hnRjfYrd4AaABAg,7CLZkPwhEG4,untung nya banyak  ..percaya  saja  sama  pemerintah..optimis  indonesia  sukses  kedepan nya  Amin..🙏🙏🙏🙏🙏🙏🙏,untung percaya pemerintah optimis indonesia sukses depan amin emo_pos,positif
UgxtDbNlmWMaWBys20J4AaABAg,7CLZkPwhEG4,"Jaman ORBA itu militer berperan aktif di pemerintahan sangat banyak, dan akibatnya kami relatif sejahtera sebagai rakyat. Bahkan Indonesia mengalami suasembada pangan. Sekarang di era reformasi yang katanya tatanan pemerintahan semakin maju dan moder karena searah dengan demokrasi modern, malah korupsi merajalela dan kami rakyat semakin sulit mengakses 9 bahan pokok. Bahkan kalau ada harganya selangit. Di era reformasi yg katanya maju itu ada rakyat di Kupang  robek perutnya karena tidak bisa beli beras sebab BLT tidak ada. Jaman ORBA tidak ada itu rakyat yang robek perutnya karena tudak ada beras. Jadi bagi kami rakyat bukan soal supermasi militer atau sipil, itu tidak penting. Yang penting bagi kami supermasi kesejahteraan, dan ini baik militer atau sipil bisa lakukan itu. Jadi sebagai rakyat, mari kita sadar kawan-kawan jangan terbawa provokasi elit tertentu yang mengatasnamakan rakyat. Mereka itu tidak mampu bersaing dengan militer yang sudah terlatih menjadi patriot bangsa. Maju TNI...❤",jaman orde militer peran aktif pemerintahan sangat akibat relatif sejahtera rakyat bahkan indonesia alami suasembada pangan era reformasi kata tatanan pemerintahan semakin maju moder arah demokrasi modern malah korupsi rajalela rakyat semakin sulit akses bahan pokok bahkan harga langit era reformasi kata maju rakyat kupang robek perut tidak beli beras blt tidak jaman orde tidak rakyat robek perut tudak beras rakyat bukan soal supermasi militer sipil tidak penting penting supermasi sejahtera baik militer sipil laku rakyat sadar kawan kawan jangan bawa provokasi elit mengatasnamakan rakyat tidak saing militer sudah latih patriot bangsa maju tn,positif
UgxXtkvs7I-wvXeyzHR4AaABAg,sg8Mzx0fZbU,percaya pemerintah sama aja kaya percaya siput bisa terbang.,percaya pemerintah percaya siput terbang,positif
UgyrHI-3zPI5ZkCAsW14AaABAg,7CLZkPwhEG4,"Dalam RUU TNI terbaru, perwira TNI aktif dapat menjabat di 14 kementerian/lembaga (K/L) berikut:
1. Kantor Koordinator Bidang Politik Dan Keamanan ==> masih cocok. 
2. Kementerian Pertahanan, termasuk Dewan Pertahanan Nasional ==> masih cocok. 
3. Sekretariat Militer Presiden di bawah Kementerian Sekretariat negara ==> masih cocok. 
4. Badan Intelijen Negara ==> masih cocok. 
5. Badan Siber Dan/Atau Sandi Negara ==> masih cocok. 
6. Lembaga Ketahanan Nasional ==> masih cocok. 
7. Badan Search And Rescue (SAR) Nasional ==> masih cocok. 
8. Badan Narkotika Nasional ==> masih cocok. 
9. Mahkamah Agung ==> KURANG COCOK
10. Badan Nasional Pengelola Perbatasan (BNPP) ==> masih cocok. 
11. Badan Penanggulangan Bencana ==> masih cocok. 
12. Badan Penanggulangan Terorisme ==> masih cocok. 
13. Badan Keamanan Laut ==> masih cocok. 
14. Kejaksaan Republik Indonesia ==> KURANG COCOK

Untuk Posisi di Mahkamah Agung dan Kejaksaan RI bijaknya diisi oleh insan-insan sipil yang berkualitas, jangan dari TNI/POLISI. Alasannya adalah agar Pengawasan terhadap kinerja dapat diawasi maksimal bukan karena loyal terhadap atasan tapi loyal terhadap masyarakat.",ruu_tni perwira tni aktif jabat menteri lembaga ikut kantor koordinator bidang politik aman cocok menteri tahan masuk dewan tahan nasional cocok sekretariat militer presiden bawah menteri sekretariat negara cocok badan intelijen negara cocok badan siber sandi negara cocok lembaga tahan nasional cocok badan search rescue sar nasional cocok badan narkotika nasional cocok mahkamah agung kurang cocok badan nasional kelola batas bnpp cocok badan tanggulang bencana cocok badan tanggulang terorisme cocok badan aman laut cocok jaksa republik indonesia kurang cocok posisi mahkamah agung jaksa ri bijak isi insan insan sipil kualitas jangan tni polisi,positif
Ugy-fZ24oVGb06mCm4l4AaABAg,sg8Mzx0fZbU,"jaman pak harto cuntuh rakyat aman damai ,priman ga ada bigal juga aman yg takut uu TNI berarti calun penghianat bangsa kamprit",jaman harto cuntuh rakyat aman damai priman tidak bigal aman takut uu_tni arti calun penghianat bangsa kamprit,positif
UgwRrfj47ZOjsIvRooZ4AaABAg,F6fgLwUeeqI,"😂😂😂Kok gue ga percaya lo ngomong,, Exercise dulu bro biar loading lidahnya, kan biasa ngelawak ,,, jadi agak susah untuk serius😂😂😂😂😅😂😅😂😅",emo_laugh mengapa tidak percaya bicara exercise loading lidah biasa ngelawak susah serius emo_laugh emo_other emo_laugh emo_other emo_laugh emo_other,positif
UgzHPzxPBUeq9FKyJaJ4AaABAg,7CLZkPwhEG4,Setuju.. rakyat sebenarnya. Cuman butuh keamanan..salat tenang..begal berkurang..hidup aman.. kerja aman...,setuju rakyat cuman butuh aman salat tenang begal kurang hidup aman kerja aman,positif
Ugy-WsGrJlxsD87E2bZ4AaABAg,MxCqHoldj2Y,"Sangat setuju ,,kenapa demo,,dibayar ya sama yg takut ketahuhan belang nya , apa takut tidak bisa bermain di instansi terkait ,,,tni tidak di ragukan untuk urusan negara dan rakyat ,,",sangat setuju demo bayar takut ketahuhan belang takut tidak main instansi kait tni tidak ragu urus negara rakyat,positif
UgwZZ-LjFyjGecc0lF14AaABAg,7CLZkPwhEG4,Saya sangat setuju dengan ruu ini,sangat setuju ruu,positif
Ugw4do2szfbrrGtSbRN4AaABAg,KjXe214MfwQ,Kalau bunyi UUD TNInya untuk ngeringkus dan melenyapkan koruptur sih saya 100000000% SANGAT SETUJU,bunyi uud tninya ngeringkus lenyap koruptur sangat setuju,positif
Ugz1NbuN9y9FaPNUDMl4AaABAg,7CLZkPwhEG4,Saya sangat setuju.. biar tikus tikus kantor pada kapok,sangat setuju tikus tikus kantor kapok,positif
UgxqFY4GAe9-WZO9c6p4AaABAg,F6fgLwUeeqI,Sangat setuju untuk d rilis bang 🔥,sangat setuju rilis emo_pos,positif
Ugys46mwlz3dyH3A0MN4AaABAg,7CLZkPwhEG4,Klo tujuannya untuk bersih2 sya sih sngt setuju ya,tuju bersih bersih sangat setuju,positif
UgxK6nNqIVlxX1-0X_54AaABAg.AFqjNZo9jP1AFtrIpsJDkD,7CLZkPwhEG4,💯 sangat setuju 👍🏻,emo_other sangat setuju emo_other,positif
Ugx2nWXXq6NPjF-a9kt4AaABAg,7CLZkPwhEG4,"Sangat setuju,sah kn secepatnya,mmg politisi skrg gk bs di prcya",sangat setuju sah cepat memang politis tidak prcya,positif
UgzyiD2qJsbTN-AKwqN4AaABAg,KjXe214MfwQ,Udh bener bener sakit si ini( SRI LANKA ORDE BARU VERSI INDONESIA),sudah benar benar sakit sri lanka orde versi indonesia,positif
UgwQ8QLNlIOdJzlhWx94AaABAg,sg8Mzx0fZbU,"PASAL 7 ~dari 14 menjadi 16
- Membantu dalam upaya menanggulangi ancaman siber
- Membantu dalam melindungi dan menyelamatkan warga negara serta kepentingan nasional di luar negeri
PASAL 47 ~Dari 9 menjadi 14
- Kementerian koordinatior bidang politik dan keamanan
- Kementerian pertahanan, termasuk dewan pertahanan nasional
- Kesekretariatan negara yang menangani urusan Kesekretariatan presiden dan Kesekretariatan militer presiden
- Badan intelejen negara
- Badan siber dan/atau sandi negara
- Lembaga ketahanan nasional
- Badan search and rescue (SAR) nasional
- Badan narkotika nasional
- Mahkamah agung
- Badan nasional pengelola perbatasan (BNPP)
- Badan penanggulangan bencana
- Badan penanggulangan teroris
- Badan keamanan laut
- Kejaksaan republik indonesia (jaksa agung muda bidang tindak pidana militer)
PASAL 53 hanya menambah waktu usia pensiun anggota TNI.
SC CNN..",pasal bantu upaya tanggulang ancam siber bantu lindung selamat warga negara penting nasional luar negeri pasal menteri koordinatior bidang politik aman menteri tahan masuk dewan tahan nasional sekretariat negara tangan urus sekretariat presiden sekretariat militer presiden badan intelejen negara badan siber sandi negara lembaga tahan nasional badan search rescue sar nasional badan narkotika nasional mahkamah agung badan nasional kelola batas bnpp badan tanggulang bencana badan tanggulang teroris badan aman laut jaksa republik indonesia jaksa agung muda bidang tindak pidana militer pasal tambah waktu usia pensiun anggota tni sc cnn,positif
UgwhsWfgAJeHg1O4I9N4AaABAg,7CLZkPwhEG4,"Sya setuju tni di libatkn   , dengan begitu tni bisa  membantu keamanan  keseluruhan negara, ya karana dunia di ambang perang   ke 3 , dengan menyebaran nya  personil tni yg byk di aktifkan  ,  akan lebih aman dari ancMan dari negara lain",setuju tni libatkn tni bantu aman seluruh negara karana dunia ambang perang sebar personil tni aktif lebih aman ancman negara,positif
UgzZsqZ77_VYt1AxPlp4AaABAg,7CLZkPwhEG4,"Stabilitas keamanan kita
Berada di TNI...jadi kekuatan
Untuk ancaman Luar & dlm
Bila timbul maka TNN hrs kuat bersiap pengamanan negara.",stabilitas aman tni kuat ancam luar bila timbul tnn kuat siap aman negara,positif
Ugx_JJPauCoJt3kjx654AaABAg,sg8Mzx0fZbU,Udah bener gua gak coblos Prabowo 😆,sudah benar tidak coblos prabowo emo_laugh,positif
Ugw-CQAhjiy0vrNaVa54AaABAg,KjXe214MfwQ,Setuju UUD TNI terbaru negara aman,setuju uu_tni negara aman,positif
Ugzf-Q4PUEjQlGk53s54AaABAg,7CLZkPwhEG4,"tidak terlalu berdamak. lagipula kementrian yang di isi masih berurusan dengan pertahanan keamanan atau minimal SAR. hanya mahkamah agung saja yang agak laen. cuma yang di harapkan masyarakat saat ini adalah pengesahan RUU perampasan aset korupsi, bukan RUU TNI. menurut pendapat saya RUU TNI bukan sesuatu yang urgent. intinya bisa di sahkan nanti setelah pengesahan RUU tentang korupsi.

1. Kementerian Koordinator Bidang Politik dan Keamanan

2. Kementerian Pertahanan Negara, termasuk Dewan Pertahanan Nasional

3. Kesekretariatan Negara, menangani urusan kesekretariatan presiden dan sekretariat militer presiden

4. Badan Intelijen Negara (BIN)

5. Badan Siber dan/atau Sandi Negara

6. Lembaga Ketahanan Nasional

7. Badan Search and Rescue (SAR) Nasional

8. Badan Narkotika Nasional

9. Badan Nasional Pengelolaan Perbatasan

10. Badan Penanggulangan Bencana

11. Badan Penanggulangan Terorisme

12. Badan Keamanan Laut

13. Kejaksaan Republik Indonesia (Jaksa Agung Muda Bidang Tindak Pidana Militer)

14. Mahkamah Agung",tidak terlalu damak lagipula tri isi urus tahan aman minimal sar mahkamah agung laen harap masyarakat kesah ruu_perampasan_aset korupsi bukan ruu_tni bukan urgent inti sahkan kesah ruu korupsi menteri koordinator bidang politik aman menteri tahan negara masuk dewan tahan nasional sekretariat negara tangan urus sekretariat presiden sekretariat militer presiden badan intelijen negara badan siber sandi negara lembaga tahan nasional badan search rescue sar nasional badan narkotika nasional badan nasional kelola batas badan tanggulang bencana badan tanggulang terorisme badan aman laut jaksa republik indonesia jaksa agung muda bidang tindak pidana militer,positif
Ugw_i2x3KZulvvWiCGh4AaABAg,7CLZkPwhEG4,"sy pensiunan pns..sangat setuju dg dwi fungsi tni .ken tni akarnya dari rakyat,dan tni adalah tentara rakyat yg selalu membaur bersama rakyat..
tni lbh peduli thdp rakyat broo..",pensiun pns sangat setuju dwi fungsi tni ken tni akar rakyat tni tentara rakyat selalu baur rakyat tni lebih peduli rakyat,positif
UgwmIvZ3KJXVgotlYIt4AaABAg.AGAvGTMQNUUAGV0LA4azT_,7CLZkPwhEG4,Dikit2 nuduh asing terlibat. Apa ga tahu rakyat sudah bener2 MUAK.,sedikit sedikit nuduh asing libat tidak tahu rakyat sudah benar benar muak,positif
UgwrTvZlp-uPUGm93nh4AaABAg.AFt1vVlOxmrAFuPjsTjEuh,F6fgLwUeeqI,"Anjing, bener lagi.
Sory bro, gw udah bener2 kesel sama kondisi saat ini.",anjing benar sory sudah benar benar kesel kondisi,positif
Ugz1hJUKt76C1_N7Ks54AaABAg,KjXe214MfwQ,Udah bener gusdur bubarkan dpr,sudah benar gusdur bubarkan dpr,positif
UgzdJvVKyHtysOocJ2N4AaABAg,F6fgLwUeeqI,Gue dukung UU TNI. Intinya TNI jangan masuk legislatif. Semua 14 bidang kerja sudah sesuai dengan peran TNI yaitu pertahanan dan keamanan.,dukung uu_tni inti tni jangan masuk legislatif bidang kerja sudah sesuai peran tni tahan aman,positif
UgxOF7XYZ1BHpBW2G-B4AaABAg,sg8Mzx0fZbU,"Sangat setuju.
Tinggal uud hukuman mati sekeluarga klo tidak bisa dimiskinkan para koruptor.",sangat setuju tinggal uud hukum mati keluarga tidak miskin koruptor,positif
UgyNHCjmQdJf6k0YIMl4AaABAg,7CLZkPwhEG4,rakyat sangat setuju.biar gak ada lagi para koruptor yg mengeruk hak rakyat.biar dana bansos gak macet lagi😂😂,rakyat sangat setuju tidak koruptor keruk hak rakyat dana bansos tidak macet emo_laugh,positif
Ugw9x23uZl1GOfDMDdZ4AaABAg,7CLZkPwhEG4,Revisi UU TNI 😮sesungguhnya tidak berpengaruh terhadap kami rakyat Indonesia😮 kami rakyat Indonesia menginginkan kedamaian😮 ketenteraman😮 kesejahteraan😮 keamanan😮 keutuhan bangsa😮dalam NKRI😮,revisi uu_tni emo_other tidak pengaruh rakyat indonesia emo_other rakyat indonesia damai emo_other tenteram emo_other sejahtera emo_other aman emo_other utuh bangsa emo_other nkri emo_other,positif
UgyveS2HdaMwIwKPqfx4AaABAg,sg8Mzx0fZbU,"Itu Vladimir Putin bukannya militer ya ? Tapi jadi negara maju, super power pula, Chechnya dan masih banyak negara pemimpinnya militer yang jadi negara aman dan maju kok, terlalu lebay  banyakan nonton sinetron !!!",vladimir putin bukan militer negara maju super power chechnya negara pimpin militer negara aman maju mengapa terlalu lebay nonton sinetron,positif
UgxBVfuUyPVf-Rdpu8R4AaABAg,7CLZkPwhEG4,Saya setuju UU tni. Harusnya dari dulu. Biar negara maju,setuju uu_tni negara maju,positif
Ugwv3jNI21cSIiil1Wh4AaABAg,sg8Mzx0fZbU,"Tentara itu tugasnya menjaga keamanan negara biar aman negara dari gangguan luar dan dlam bukan ikut ikutan politik, negara konoha semakin ga jelas",tentara tugas jaga aman negara aman negara ganggu luar dlam bukan ikut ikut politik negara indonesia semakin tidak jelas,positif
Ugwa1C2kgBX6IDtRh7J4AaABAg,MxCqHoldj2Y,Rakyat udh bener bener tidak d perduli kan. Yg d minta ap Yg di sahkan kan ap. Lucu negara kita ini😂,rakyat sudah benar benar tidak peduli minta ap sahkan ap lucu negara emo_laugh,positif
Ugxb_CyBk02vB4wR5vN4AaABAg,F6fgLwUeeqI,"Aduh, gw tuh mau Indonesia Maju. Tapi gimana mau gerak maju, masalah sekarang aja Internal antara Pemerintah dan Rakyat. Orang mah kerja sama biar Indonesia dipandang baik sama negara lain, kerja sama terjalin, perlahan Indonesia jadi lebih baik... Aduhhh aduhh,..",aduh indonesia maju gerak maju masalah internal pemerintah rakyat kerja indonesia pandang baik negara kerja jalin perlahan indonesia lebih baik aduhh aduhh,positif
UgyfwuWxx96DWJ3lLEV4AaABAg,KjXe214MfwQ,Mosi tidak percaya terhadap pemerintah,mosi tidak percaya pemerintah,positif
UgySs0Rz9vExyHt_-554AaABAg,F6fgLwUeeqI,"Kayanya kelakuan pemerintah itu jadi sponsor utama Mens Rea dah... 
Beneran Fix..",kaya laku pemerintah sponsor utama mens rea sudah benar,positif
UgyucUWAhvh-i2WmoWh4AaABAg,sg8Mzx0fZbU,"Jaman Pak harto Aman2 aja, malag jarang preman2",jaman harto aman aman malag jarang preman preman,positif
